Matricula|ClavePlan|VersionPlan|ClaveAsignatura|ClaveProfesor|ClaveGrupo|Grupo
16000667|24297|5|22053|181247|881|B
19216314|24297|5|22053|181247|881|B
15001227|24297|5|22053|181247|881|B
19216318|24297|5|22053|181247|881|B
19216305|24297|5|22053|181247|881|B
15001114|24297|5|22053|181247|881|B
16003349|24297|5|22053|181247|881|B
19216324|24297|5|22053|181247|881|B
18016290|24297|5|22053|181247|881|B
16001624|24297|5|22053|181247|881|B
16004275|24297|5|22053|181247|881|B
16004504|24297|5|22053|181247|881|B
19216319|24297|5|22053|181247|881|B
19216321|24297|5|22053|181247|881|B
15003582|24297|5|22053|181247|881|B
19216307|24297|5|22053|181247|881|B
19216317|24297|5|22053|181247|881|B
16001755|24297|5|22053|181247|881|B
16003979|24297|5|22053|181247|881|B
19216303|24297|5|22053|181247|881|B
15003232|24297|5|22053|181247|881|B
16003937|24297|5|22053|181247|881|B
15001135|34705|5|25809|89768|3961|Único
17003920|36802|3|25809|89768|3961|Único
16014862|36802|3|25809|89768|3961|Único
20216347|34705|5|25809|89768|3961|Único
20216407|36802|3|25809|89768|3961|Único
17001361|36802|3|25809|89768|3961|Único
09001215|36802|3|25809|89768|3961|Único
17001268|36802|3|25809|89768|3961|Único
16003339|36802|3|25809|89768|3961|Único
17001779|36802|3|25809|89768|3961|Único
17000666|36802|3|25809|89768|3961|Único
19216283|36802|3|25809|89768|3961|Único
20216395|36802|3|25809|89768|3961|Único
16003524|36802|3|25809|89768|3961|Único
20216396|36802|3|25809|89768|3961|Único
12003803|36802|3|25809|89768|3961|Único
20216338|34705|5|25809|89768|3961|Único
20216398|36802|3|25809|89768|3961|Único
13003730|36802|3|25809|89768|6094|Acomp LIS
17003222|36802|3|25809|89768|6094|Acomp LIS
14003825|36802|3|25809|89768|6094|Acomp LIS
17003636|36802|3|25809|89768|6094|Acomp LIS
17001363|36802|3|25809|89768|6094|Acomp LIS
17003622|36802|3|25809|89768|6094|Acomp LIS
09003061|36802|3|25809|89768|6094|Acomp LIS
17003135|36802|3|25809|89768|6094|Acomp LIS
17000923|36802|3|25809|89768|6094|Acomp LIS
16001786|36802|3|25809|89768|6094|Acomp LIS
09000747|36802|3|25809|89768|6094|Acomp LIS
17003193|36802|3|25809|89768|6094|Acomp LIS
14004484|34705|5|25809|89768|6093|Acomp LCC
20216351|34705|5|25809|89768|6093|Acomp LCC
15004133|36802|3|30165|180932|289|LIS
15003447|36802|3|30165|180932|289|LIS
18016319|36802|3|30165|180932|289|LIS
17016302|36802|3|30165|180932|289|LIS
15003810|36802|3|30165|180932|289|LIS
14004346|36802|3|30165|180932|289|LIS
15001968|36802|3|30165|180932|289|LIS
14001041|36802|3|30165|180932|289|LIS
15001775|36802|3|30165|180932|289|LIS
14000799|36802|3|30165|180932|289|LIS
18016316|36802|3|30165|180932|289|LIS
18016309|36802|3|30165|180932|289|LIS
18016328|36802|3|30165|180932|289|LIS
17016265|36802|3|30165|180932|289|LIS
18016332|36802|3|30165|180932|289|LIS
17016308|36802|3|30165|180932|289|LIS
15001567|36802|3|30165|180932|289|LIS
12004372|36802|3|30165|180932|289|LIS
18016339|36802|3|30165|180932|289|LIS
14003788|36802|3|30165|180932|289|LIS
18016312|36802|3|30165|180932|289|LIS
18016307|36802|3|30165|180932|289|LIS
18016318|36802|3|30165|180932|289|LIS
15002051|36802|3|30165|180932|289|LIS
14000878|36802|3|30165|180932|289|LIS
15003408|36802|3|30165|180932|289|LIS
17016356|36802|3|30165|180932|289|LIS
18016311|36802|3|30165|180932|289|LIS
14000667|36802|3|30165|180932|289|LIS
14004122|36802|3|30165|180932|289|LIS
15004035|36802|3|30165|180932|289|LIS
13003988|36802|3|30165|180932|289|LIS
14000686|36802|3|30165|180932|289|LIS
17016266|36802|3|30165|180932|289|LIS
17001017|36802|3|26225|89767|3754|LIS A
17000919|36802|3|26225|89767|3754|LIS A
17001639|36802|3|26225|89767|3754|LIS A
17003222|36802|3|26225|89767|3754|LIS A
20216399|36802|3|26225|89767|3754|LIS A
20216393|36802|3|26225|89767|3754|LIS A
17000553|36802|3|26225|89767|3754|LIS A
20216391|36802|3|26225|89767|3754|LIS A
17003193|36802|3|26225|89767|3754|LIS A
17003135|36802|3|26225|89767|3754|LIS A
17001361|36802|3|26225|89767|3754|LIS A
20216389|36802|3|26225|89767|3754|LIS A
16003864|36802|3|26225|89767|3754|LIS A
17003636|36802|3|26225|89767|3754|LIS A
13003171|36802|3|26225|89767|3754|LIS A
17000972|36802|3|26225|89767|3754|LIS A
16003058|36802|3|26225|89767|3754|LIS A
17000923|36802|3|26225|89767|3754|LIS A
17001268|36802|3|26225|89767|3754|LIS A
20216392|36802|3|26225|89767|3754|LIS A
17000666|36802|3|26225|89767|3754|LIS A
16001682|36802|3|26225|89767|3754|LIS A
20216405|36802|3|26225|89767|3754|LIS A
17001363|36802|3|26225|89767|3754|LIS A
17001502|36802|3|26225|89767|3754|LIS A
17016291|36802|3|26225|89767|3754|LIS A
17003622|36802|3|26225|89767|3754|LIS A
14000812|24297|5|22055|181247|880|A
19216310|24297|5|22055|181247|880|A
19216315|24297|5|22055|181247|880|A
13116292|24297|5|22055|181247|880|A
13003024|24297|5|22055|181247|880|A
18016359|24297|5|22055|181247|880|A
19216320|24297|5|22055|181247|880|A
19216328|24297|5|22055|181247|880|A
19216327|24297|5|22055|181247|880|A
19216329|24297|5|22055|181247|880|A
15003085|24297|5|22055|181247|880|A
18280005|24297|5|22055|181247|880|A
19216316|24297|5|22055|181247|880|A
15000801|24297|5|22055|181247|880|A
15004441|24297|5|22055|181247|880|A
17016370|24297|5|22055|181247|880|A
17003208|36802|3|26225|89826|3755|LIS B
17001203|36802|3|26225|89826|3755|LIS B
17001060|36802|3|26225|89826|3755|LIS B
20216402|36802|3|26225|89826|3755|LIS B
20216403|36802|3|26225|89826|3755|LIS B
20216409|36802|3|26225|89826|3755|LIS B
17000868|36802|3|26225|89826|3755|LIS B
16001581|36802|3|26225|89826|3755|LIS B
20216410|36802|3|26225|89826|3755|LIS B
17000558|36802|3|26225|89826|3755|LIS B
17003048|36802|3|26225|89826|3755|LIS B
20216406|36802|3|26225|89826|3755|LIS B
20216388|36802|3|26225|89826|3755|LIS B
20216404|36802|3|26225|89826|3755|LIS B
14001824|36802|3|26225|89826|3755|LIS B
16003115|36802|3|26225|89826|3755|LIS B
16001247|36802|3|26225|89826|3755|LIS B
20216390|36802|3|26225|89826|3755|LIS B
20216398|36802|3|26225|89826|3755|LIS B
17000799|36802|3|26225|89826|3755|LIS B
17003603|36802|3|26225|89826|3755|LIS B
17000881|36802|3|26225|89826|3755|LIS B
17003499|36802|3|26225|89826|3755|LIS B
20216394|36802|3|26225|89826|3755|LIS B
15001605|36802|3|26225|89826|3755|LIS B
17004068|36802|3|26225|89826|3755|LIS B
15001597|36802|3|26225|89826|3755|LIS B
14002007|36802|3|26225|89826|3755|LIS B
19621016|36802|3|26225|89826|3755|LIS B
11001374|36802|3|26225|89826|3755|LIS B
17003656|36802|3|26225|89826|3755|LIS B
19216349|34705|5|26225|89826|3755|LIS B
16001212|36802|3|26225|89826|3755|LIS B
09003079|36802|3|26225|95116|6112|LIS C
13003202|34705|5|26225|95116|6112|LIS C
16000936|36802|3|26225|95116|6112|LIS C
20216395|36802|3|26225|95116|6112|LIS C
16014862|36802|3|26225|95116|6112|LIS C
17016274|36802|3|26225|95116|6112|LIS C
15001585|36802|3|26225|95116|6112|LIS C
20216415|36802|3|26225|95116|6112|LIS C
19216270|36802|3|26225|95116|6112|LIS C
14003716|36802|3|26225|95116|6112|LIS C
19216281|36802|3|26225|95116|6112|LIS C
12000892|36802|3|26225|95116|6112|LIS C
12000750|36802|3|26225|95116|6112|LIS C
13004446|36802|3|26225|95116|6112|LIS C
14001088|36802|3|26225|95116|6112|LIS C
12003423|36802|3|26225|95116|6112|LIS C
18016317|36802|3|26225|95116|6112|LIS C
14000577|36802|3|26225|95116|6112|LIS C
20216407|36802|3|26225|95116|6112|LIS C
12003803|36802|3|26225|95116|6112|LIS C
17003422|36802|3|26225|95116|6112|LIS C
17003920|36802|3|26225|95116|6112|LIS C
20216397|36802|3|26225|95116|6112|LIS C
16003750|36802|3|26225|95116|6112|LIS C
16001786|36802|3|26225|95116|6112|LIS C
19216285|36802|3|26225|95116|6112|LIS C
20216401|36802|3|26225|95116|6112|LIS C
17000706|36802|3|26225|95116|6112|LIS C
20216396|36802|3|26225|95116|6112|LIS C
17001779|36802|3|26225|95116|6112|LIS C
16003349|24297|5|22055|89830|881|B
16003937|24297|5|22055|89830|881|B
19216324|24297|5|22055|89830|881|B
16004071|24297|5|22055|89830|881|B
14001106|24297|5|22055|89830|881|B
18016356|24297|5|22055|89830|881|B
16003979|24297|5|22055|89830|881|B
18016299|24297|5|22055|89830|881|B
19216307|24297|5|22055|89830|881|B
19216308|24297|5|22055|89830|881|B
19216305|24297|5|22055|89830|881|B
15000886|24297|5|22055|89830|881|B
15001227|24297|5|22055|89830|881|B
16004548|24297|5|22055|89830|881|B
16004209|24297|5|22055|89830|881|B
19216326|24297|5|22055|89830|881|B
16001624|24297|5|22055|89830|881|B
15003582|24297|5|22055|89830|881|B
16000667|24297|5|22055|89830|881|B
16004504|24297|5|22055|89830|881|B
18016347|24297|5|22055|89830|881|B
15001114|24297|5|22055|89830|881|B
18016290|24297|5|22055|89830|881|B
15003232|24297|5|22055|89830|881|B
19216303|24297|5|22055|89830|881|B
16003860|24297|5|22055|89830|881|B
19216317|24297|5|22055|89830|881|B
15001237|24297|5|22055|89830|881|B
16001755|24297|5|22055|89830|881|B
19216318|24297|5|22055|89830|881|B
19216332|24297|5|22055|89830|881|B
19216314|24297|5|22055|89830|881|B
16004275|24297|5|22055|89830|881|B
19216321|24297|5|22055|89830|881|B
15216323|7232|4|10668|89762|288|LCC
15216323|7232|4|10676|41|288|LCC
16016360|34705|5|30303|41|288|LCC
17016255|34705|5|30303|41|288|LCC
14003214|34705|5|30303|41|288|LCC
14001584|34705|5|30303|41|288|LCC
13003431|34705|5|30303|41|288|LCC
16016319|34705|5|30303|41|288|LCC
21216276|34705|5|19985|89818|288|LCC
21216291|34705|5|19985|89818|288|LCC
21216420|34705|5|19985|89818|288|LCC
21216275|34705|5|19985|89818|288|LCC
18003370|34705|5|19985|89818|288|LCC
18000876|34705|5|19985|89818|288|LCC
21216285|34705|5|19985|89818|288|LCC
21216284|34705|5|19985|89818|288|LCC
21216288|34705|5|19985|89818|288|LCC
21216287|34705|5|19985|89818|288|LCC
16004499|34705|5|19985|89818|288|LCC
21216286|34705|5|19985|89818|288|LCC
21216273|34705|5|19985|89818|288|LCC
21216301|34705|5|19985|89818|288|LCC
21216298|34705|5|19985|89818|288|LCC
21216292|34705|5|19985|89818|288|LCC
21216417|34705|5|19985|89818|288|LCC
21216277|34705|5|19985|89818|288|LCC
16004219|34705|5|19985|89818|288|LCC
21216290|34705|5|19985|89818|288|LCC
17003303|34705|5|19985|89818|288|LCC
21216289|34705|5|19985|89818|288|LCC
17003931|34705|5|19985|89818|288|LCC
21216297|34705|5|19985|89818|288|LCC
21216296|34705|5|19985|89818|288|LCC
21216281|34705|5|19985|89818|288|LCC
21216279|34705|5|19985|89818|288|LCC
21216301|34705|5|24765|89758|288|LCC
21216417|34705|5|24765|89758|288|LCC
17003931|34705|5|24765|89758|288|LCC
18000876|34705|5|24765|89758|288|LCC
21216296|34705|5|24765|89758|288|LCC
17003303|34705|5|24765|89758|288|LCC
21216288|34705|5|24765|89758|288|LCC
21216275|34705|5|24765|89758|288|LCC
21216297|34705|5|24765|89758|288|LCC
21216281|34705|5|24765|89758|288|LCC
21216284|34705|5|24765|89758|288|LCC
21216290|34705|5|24765|89758|288|LCC
21216276|34705|5|24765|89758|288|LCC
21216298|34705|5|24765|89758|288|LCC
21216420|34705|5|24765|89758|288|LCC
16004219|34705|5|24765|89758|288|LCC
21216286|34705|5|24765|89758|288|LCC
21216285|34705|5|24765|89758|288|LCC
21216287|34705|5|24765|89758|288|LCC
21216292|34705|5|24765|89758|288|LCC
21216291|34705|5|24765|89758|288|LCC
21216277|34705|5|24765|89758|288|LCC
17016322|36802|3|24765|89758|288|LCC
21216289|34705|5|24765|89758|288|LCC
16004499|34705|5|24765|89758|288|LCC
18003370|34705|5|24765|89758|288|LCC
21216273|34705|5|24765|89758|288|LCC
21216279|34705|5|24765|89758|288|LCC
20216352|34705|5|20130|89856|288|LCC
17003265|34705|5|20130|89856|288|LCC
17000932|34705|5|20130|89856|288|LCC
20216348|34705|5|20130|89856|288|LCC
20216339|34705|5|20130|89856|288|LCC
20216254|34705|5|20130|89856|288|LCC
20216344|34705|5|20130|89856|288|LCC
20216353|34705|5|20130|89856|288|LCC
16001701|34705|5|20130|89856|288|LCC
20216347|34705|5|20130|89856|288|LCC
15001386|34705|5|20130|89856|288|LCC
17008040|34705|5|20130|89856|288|LCC
17001030|34705|5|20130|89856|288|LCC
20216345|34705|5|20130|89856|288|LCC
19216336|34705|5|20130|89856|288|LCC
20216357|34705|5|20130|89856|288|LCC
20216338|34705|5|20130|89856|288|LCC
19216339|34705|5|20130|89856|288|LCC
17004140|34705|5|20130|89856|288|LCC
20216350|34705|5|20130|89856|288|LCC
20216349|34705|5|20130|89856|288|LCC
15216360|34705|5|20130|89856|288|LCC
17004140|34705|5|20132|89856|288|LCC
19216337|34705|5|20132|89856|288|LCC
17016403|34705|5|20132|89856|288|LCC
17016320|34705|5|20132|89856|288|LCC
16004179|34705|5|20132|89856|288|LCC
16003528|34705|5|20132|89856|288|LCC
20216349|34705|5|20132|89856|288|LCC
17016262|34705|5|20132|89856|288|LCC
14000516|34705|5|20132|89856|288|LCC
20216353|34705|5|20132|89856|288|LCC
03003114|34705|5|20132|89856|288|LCC
19216349|34705|5|20132|89856|288|LCC
19216335|34705|5|20132|89856|288|LCC
10003873|34705|5|20132|89856|288|LCC
14003215|34705|5|20132|89856|288|LCC
17016291|36802|3|20135|89770|288|LCC
16003528|34705|5|20135|89770|288|LCC
12004194|34705|5|20135|89770|288|LCC
20216254|34705|5|20135|89770|288|LCC
19216349|34705|5|20135|89770|288|LCC
19216337|34705|5|20135|89770|288|LCC
16216257|34705|5|20135|89770|288|LCC
20216353|34705|5|20135|89770|288|LCC
20216349|34705|5|20135|89770|288|LCC
16004179|34705|5|20135|89770|288|LCC
11001189|34705|5|20135|89770|288|LCC
19216335|34705|5|20135|89770|288|LCC
17004140|34705|5|20135|89770|288|LCC
19216343|34705|5|20135|89770|288|LCC
02002939|34705|5|20135|89770|288|LCC
15216359|34705|5|20135|89770|288|LCC
16216256|34705|5|20135|89770|288|LCC
19216348|34705|5|20135|89770|288|LCC
16003405|34705|5|20135|89770|288|LCC
16004219|34705|5|19988|121372|288|LCC
21216290|34705|5|19988|121372|288|LCC
21216277|34705|5|19988|121372|288|LCC
21216297|34705|5|19988|121372|288|LCC
21216281|34705|5|19988|121372|288|LCC
21216292|34705|5|19988|121372|288|LCC
21216276|34705|5|19988|121372|288|LCC
21216275|34705|5|19988|121372|288|LCC
17003303|34705|5|19988|121372|288|LCC
21216417|34705|5|19988|121372|288|LCC
21216273|34705|5|19988|121372|288|LCC
21216279|34705|5|19988|121372|288|LCC
21216301|34705|5|19988|121372|288|LCC
21216420|34705|5|19988|121372|288|LCC
21216286|34705|5|19988|121372|288|LCC
21216298|34705|5|19988|121372|288|LCC
21216285|34705|5|19988|121372|288|LCC
21216288|34705|5|19988|121372|288|LCC
17003931|34705|5|19988|121372|288|LCC
21216289|34705|5|19988|121372|288|LCC
18003370|34705|5|19988|121372|288|LCC
21216287|34705|5|19988|121372|288|LCC
21216291|34705|5|19988|121372|288|LCC
21216296|34705|5|19988|121372|288|LCC
16004499|34705|5|19988|121372|288|LCC
21216284|34705|5|19988|121372|288|LCC
18000876|34705|5|19988|121372|288|LCC
15003885|24297|5|22065|181542|285|LA
14001761|24297|5|22065|181542|285|LA
17016323|24297|5|22065|181542|285|LA
15002000|24297|5|22065|181542|285|LA
18016357|24297|5|22065|181542|285|LA
15001757|24297|5|22065|181542|285|LA
17016306|24297|5|22065|181542|285|LA
17016284|24297|5|22065|181542|285|LA
14003512|24297|5|22065|181542|285|LA
16216258|24297|5|22065|181542|285|LA
15003015|24297|5|22065|181542|285|LA
15003274|24297|5|22065|181542|285|LA
18016351|24297|5|22065|181542|285|LA
13003783|24297|5|22065|181542|285|LA
15004441|24297|5|22065|181542|285|LA
18016345|24297|5|22065|181542|285|LA
17016335|24297|5|22065|181542|285|LA
18016342|24297|5|22065|181542|285|LA
14003365|24297|5|22065|181542|285|LA
18016358|24297|5|22065|181542|285|LA
15000780|24297|5|22065|181542|285|LA
18016354|24297|5|22065|181542|285|LA
14004294|24297|5|22065|181542|285|LA
14001257|24297|5|22065|181542|285|LA
15003468|24297|5|22065|181542|285|LA
13001282|24297|5|22065|181542|285|LA
14003155|24297|5|22065|181542|285|LA
16016380|24297|5|22065|181542|285|LA
15000680|24297|5|22065|181542|285|LA
14003526|24297|5|22065|181542|285|LA
18016349|24297|5|22065|181542|285|LA
17003380|24297|5|22040|89765|880|A
18016368|24297|5|22040|89765|880|A
17003962|24297|5|22040|89765|880|A
20216321|24297|5|22040|89765|880|A
20216310|24297|5|22040|89765|880|A
16003231|24297|5|22040|89765|880|A
17004004|24297|5|22040|89765|880|A
17000514|24297|5|22040|89765|880|A
17000652|24297|5|22040|89765|880|A
20216312|24297|5|22040|89765|880|A
16001452|24297|5|22040|89765|880|A
16004069|24297|5|22040|89765|880|A
16004054|24297|5|22040|89765|880|A
20216276|24297|5|22040|89765|880|A
19216331|24297|5|22040|89765|880|A
16001390|24297|5|22040|89765|880|A
20216316|24297|5|22040|89765|880|A
20216318|24297|5|22040|89765|880|A
14000728|24297|5|22040|89765|880|A
19216319|24297|5|22040|89765|880|A
19216328|24297|5|22040|89765|880|A
19216312|24297|5|22040|89765|880|A
20216324|24297|5|22040|89765|880|A
20216334|24297|5|22040|89765|880|A
20216311|24297|5|22040|89765|880|A
20216314|24297|5|22040|89765|880|A
20216315|24297|5|22040|89765|880|A
17016258|24297|5|22040|89765|880|A
17003539|24297|5|22040|89765|880|A
20216322|24297|5|22040|89765|880|A
19216302|24297|5|22040|89765|880|A
17001650|24297|5|22040|89765|880|A
15001802|24297|5|22040|89765|880|A
20216317|24297|5|22040|89765|880|A
17000889|24297|5|22040|89765|880|A
16001771|24297|5|22040|89814|881|B
16114884|24297|5|22040|89814|881|B
20216319|24297|5|22040|89814|881|B
20216333|24297|5|22040|89814|881|B
20216329|24297|5|22040|89814|881|B
20216335|24297|5|22040|89814|881|B
17003196|24297|5|22040|89814|881|B
17004200|24297|5|22040|89814|881|B
20216330|24297|5|22040|89814|881|B
16003781|24297|5|22040|89814|881|B
17001130|24297|5|22040|89814|881|B
17001684|24297|5|22040|89814|881|B
17003103|24297|5|22040|89814|881|B
20216331|24297|5|22040|89814|881|B
17000817|24297|5|22040|89814|881|B
19216304|24297|5|22040|89814|881|B
20216328|24297|5|22040|89814|881|B
17003525|24297|5|22040|89814|881|B
15004106|24297|5|22040|89814|881|B
20216326|24297|5|22040|89814|881|B
17003783|24297|5|22040|89814|881|B
17000866|24297|5|22040|89814|881|B
20216320|24297|5|22040|89814|881|B
19216315|24297|5|22040|89814|881|B
17001509|24297|5|22040|89814|881|B
20216336|24297|5|22040|89814|881|B
20216420|24297|5|22040|89814|881|B
13001621|24297|5|22040|89814|881|B
17000667|24297|5|22040|89814|881|B
18280005|24297|5|22052|38|880|A
15003085|24297|5|22052|38|880|A
13003024|24297|5|22052|38|880|A
14000812|24297|5|22052|38|880|A
15000801|24297|5|22052|38|880|A
19216328|24297|5|22052|38|880|A
19216316|24297|5|22052|38|880|A
12003115|24297|5|22052|38|880|A
19216315|24297|5|22052|38|880|A
16016312|24297|5|22052|38|880|A
18016359|24297|5|22052|38|880|A
14001120|24297|5|22052|38|880|A
19216320|24297|5|22052|38|880|A
14001010|24297|5|22052|38|880|A
18016299|24297|5|22052|38|880|A
18016352|24297|5|22052|38|880|A
14001106|24297|5|22052|89814|881|B
19216326|24297|5|22052|89814|881|B
18016343|24297|5|22052|89814|881|B
19216321|24297|5|22052|89814|881|B
15001114|24297|5|22052|89814|881|B
19216324|24297|5|22052|89814|881|B
19216314|24297|5|22052|89814|881|B
16003937|24297|5|22052|89814|881|B
16004504|24297|5|22052|89814|881|B
19216317|24297|5|22052|89814|881|B
15000886|24297|5|22052|89814|881|B
19216332|24297|5|22052|89814|881|B
18016344|24297|5|22052|89814|881|B
13002009|24297|5|22052|89814|881|B
16003979|24297|5|22052|89814|881|B
19216318|24297|5|22052|89814|881|B
19216303|24297|5|22052|89814|881|B
15001237|24297|5|22052|89814|881|B
16016372|24297|5|22052|89814|881|B
15003232|24297|5|22052|89814|881|B
18016290|24297|5|22052|89814|881|B
16004275|24297|5|22052|89814|881|B
17016370|24297|5|22052|89814|881|B
15001227|24297|5|22052|89814|881|B
17016264|24297|5|22052|89814|881|B
16000667|24297|5|22052|89814|881|B
18016347|24297|5|22052|89814|881|B
16004209|24297|5|22052|89814|881|B
16001624|24297|5|22052|89814|881|B
18016353|24297|5|22052|89814|881|B
19216307|24297|5|22052|89814|881|B
14001420|24297|5|22052|89814|881|B
16003349|24297|5|22052|89814|881|B
16004071|24297|5|22052|89814|881|B
15003582|24297|5|22052|89814|881|B
17016373|24297|5|22052|89814|881|B
19216308|24297|5|22052|89814|881|B
16004548|24297|5|22052|89814|881|B
16003860|24297|5|22052|89814|881|B
19216305|24297|5|22052|89814|881|B
18016356|24297|5|22052|89814|881|B
16001755|24297|5|22052|89814|881|B
15216271|24297|5|22052|89814|881|B
14003512|24297|5|22062|181542|285|LA
13003783|24297|5|22062|181542|285|LA
17016284|24297|5|22062|181542|285|LA
15003274|24297|5|22062|181542|285|LA
17016335|24297|5|22062|181542|285|LA
18016342|24297|5|22062|181542|285|LA
15004441|24297|5|22062|181542|285|LA
18016354|24297|5|22062|181542|285|LA
17016323|24297|5|22062|181542|285|LA
15000680|24297|5|22062|181542|285|LA
14004294|24297|5|22062|181542|285|LA
16216258|24297|5|22062|181542|285|LA
14001761|24297|5|22062|181542|285|LA
18016357|24297|5|22062|181542|285|LA
14001257|24297|5|22062|181542|285|LA
15000780|24297|5|22062|181542|285|LA
15003015|24297|5|22062|181542|285|LA
18016349|24297|5|22062|181542|285|LA
16016380|24297|5|22062|181542|285|LA
15002000|24297|5|22062|181542|285|LA
15003468|24297|5|22062|181542|285|LA
14003155|24297|5|22062|181542|285|LA
13001282|24297|5|22062|181542|285|LA
14003365|24297|5|22062|181542|285|LA
18016345|24297|5|22062|181542|285|LA
15001757|24297|5|22062|181542|285|LA
18016358|24297|5|22062|181542|285|LA
15003885|24297|5|22062|181542|285|LA
18016351|24297|5|22062|181542|285|LA
14003526|24297|5|22062|181542|285|LA
17016306|24297|5|22062|181542|285|LA
18016352|24297|5|22054|181044|880|A
18016299|24297|5|22054|181044|880|A
13003024|24297|5|22054|181044|880|A
14001309|24297|5|22054|181044|880|A
19216328|24297|5|22054|181044|880|A
16016257|24297|5|22054|181044|880|A
18016359|24297|5|22054|181044|880|A
15003085|24297|5|22054|181044|880|A
14000812|24297|5|22054|181044|880|A
16016316|24297|5|22054|181044|880|A
19216329|24297|5|22054|181044|880|A
17016284|24297|5|22054|181044|880|A
19216320|24297|5|22054|181044|880|A
19216315|24297|5|22054|181044|880|A
18280005|24297|5|22054|181044|880|A
19216310|24297|5|22054|181044|880|A
16003797|24297|5|22054|181044|880|A
16003979|24297|5|22054|180599|881|B
17016251|24297|5|22054|180599|881|B
16004548|24297|5|22054|180599|881|B
16004209|24297|5|22054|180599|881|B
16004504|24297|5|22054|180599|881|B
15001237|24297|5|22054|180599|881|B
16003937|24297|5|22054|180599|881|B
19216332|24297|5|22054|180599|881|B
14003322|24297|5|22054|180599|881|B
19216324|24297|5|22054|180599|881|B
14001106|24297|5|22054|180599|881|B
18016353|24297|5|22054|180599|881|B
18016344|24297|5|22054|180599|881|B
15001114|24297|5|22054|180599|881|B
13000825|24297|5|22054|180599|881|B
19216314|24297|5|22054|180599|881|B
19216305|24297|5|22054|180599|881|B
13000919|24297|5|22054|180599|881|B
19216318|24297|5|22054|180599|881|B
16003860|24297|5|22054|180599|881|B
19216307|24297|5|22054|180599|881|B
16000667|24297|5|22054|180599|881|B
19216308|24297|5|22054|180599|881|B
15001227|24297|5|22054|180599|881|B
19216321|24297|5|22054|180599|881|B
19216317|24297|5|22054|180599|881|B
16003349|24297|5|22054|180599|881|B
18016356|24297|5|22054|180599|881|B
16001755|24297|5|22054|180599|881|B
15003582|24297|5|22054|180599|881|B
15003232|24297|5|22054|180599|881|B
16004275|24297|5|22054|180599|881|B
18016347|24297|5|22054|180599|881|B
18016290|24297|5|22054|180599|881|B
19216326|24297|5|22054|180599|881|B
16004071|24297|5|22054|180599|881|B
19216303|24297|5|22054|180599|881|B
16001624|24297|5|22054|180599|881|B
14016346|13009|5|10163|181044|880|A
16216251|13009|5|10163|181044|880|A
18016304|13009|5|10163|181044|880|A
16016362|13009|5|10163|181044|880|A
13003783|24297|5|22066|89816|285|LA
15000680|24297|5|22066|89816|285|LA
14001761|24297|5|22066|89816|285|LA
14000812|24297|5|22066|89816|285|LA
13001282|24297|5|22066|89816|285|LA
18016351|24297|5|22066|89816|285|LA
17016306|24297|5|22066|89816|285|LA
18016358|24297|5|22066|89816|285|LA
15003015|24297|5|22066|89816|285|LA
17016335|24297|5|22066|89816|285|LA
15003274|24297|5|22066|89816|285|LA
18016342|24297|5|22066|89816|285|LA
14004294|24297|5|22066|89816|285|LA
15003468|24297|5|22066|89816|285|LA
16016372|24297|5|22066|89816|285|LA
14001257|24297|5|22066|89816|285|LA
18016343|24297|5|22066|89816|285|LA
15002000|24297|5|22066|89816|285|LA
17016264|24297|5|22066|89816|285|LA
15003885|24297|5|22066|89816|285|LA
18016352|24297|5|22066|89816|285|LA
18016344|24297|5|22066|89816|285|LA
18016345|24297|5|22066|89816|285|LA
16016316|24297|5|22066|89816|285|LA
16216258|24297|5|22066|89816|285|LA
14003526|24297|5|22066|89816|285|LA
17016284|24297|5|22066|89816|285|LA
18016354|24297|5|22066|89816|285|LA
14003512|24297|5|22066|89816|285|LA
18016349|24297|5|22066|89816|285|LA
15000780|24297|5|22066|89816|285|LA
19216315|24297|5|22066|89816|285|LA
13002009|24297|5|22066|89816|285|LA
15001757|24297|5|22066|89816|285|LA
18016359|24297|5|22066|89816|285|LA
15004441|24297|5|22066|89816|285|LA
16016380|24297|5|22066|89816|285|LA
18016353|24297|5|22066|89816|285|LA
18016357|24297|5|22066|89816|285|LA
17016323|24297|5|22066|89816|285|LA
13000825|24297|5|22071|180599|285|LA
13000825|24297|5|22071|89814|285|LA
17016251|24297|5|22071|180599|285|LA
17016251|24297|5|22071|89814|285|LA
16016278|24297|5|22071|180599|285|LA
16016278|24297|5|22071|89814|285|LA
11004007|24297|5|22071|180599|285|LA
11004007|24297|5|22071|89814|285|LA
16016257|24297|5|22071|180599|285|LA
16016257|24297|5|22071|89814|285|LA
13000919|24297|5|22071|180599|285|LA
13000919|24297|5|22071|89814|285|LA
14003274|24297|5|22071|180599|285|LA
14003274|24297|5|22071|89814|285|LA
14003322|24297|5|22071|180599|285|LA
14003322|24297|5|22071|89814|285|LA
15004502|24297|5|22071|180599|285|LA
15004502|24297|5|22071|89814|285|LA
16016312|24297|5|22071|180599|285|LA
16016312|24297|5|22071|89814|285|LA
16016316|24297|5|22071|180599|285|LA
16016316|24297|5|22071|89814|285|LA
14000903|24297|5|22071|180599|285|LA
14000903|24297|5|22071|89814|285|LA
11001796|24297|5|22071|180599|285|LA
