Matricula|ClavePlan|VersionPlan|ClaveAsignatura|ClaveProfesor|ClaveGrupo|Grupo
16003961|13009|5|17050|89862|286|LM
21216364|13009|5|17050|89862|286|LM
21216355|13009|5|17050|89862|286|LM
21216365|13009|5|17050|89862|286|LM
12001853|13009|5|17050|89862|286|LM
21216362|13009|5|17050|89862|286|LM
21216351|13009|5|17050|89862|286|LM
21216353|13009|5|17050|89862|286|LM
21216361|13009|5|17050|89862|286|LM
21216367|13009|5|17050|89862|286|LM
21216356|13009|5|17050|89862|286|LM
21216372|13009|5|17050|89862|286|LM
19216395|13009|5|17050|89862|286|LM
18003636|13009|5|17050|89862|286|LM
11004346|13009|5|17050|89862|286|LM
21216359|13009|5|17050|89862|286|LM
20216265|13009|5|17050|89862|286|LM
18000654|13009|5|17050|89862|286|LM
17001410|13009|5|17050|89862|286|LM
17004184|13009|5|17050|89862|286|LM
18001268|13009|5|17050|89862|286|LM
21216358|13009|5|17050|89862|286|LM
21216363|13009|5|17050|89862|286|LM
21216375|13009|5|17050|89862|286|LM
21216373|13009|5|17050|89862|286|LM
18004288|13009|5|17050|89862|286|LM
17003223|13009|5|17050|89862|286|LM
19111394|13009|5|17050|89862|286|LM
17016267|13009|5|17050|89862|286|LM
18003928|13009|5|17050|89862|286|LM
21216369|13009|5|17050|89862|286|LM
18003788|13009|5|17050|89862|286|LM
21216371|13009|5|17051|89837|286|LM
21216375|13009|5|17051|89837|286|LM
21216366|13009|5|17051|89837|286|LM
18000649|13009|5|17051|89837|286|LM
21216368|13009|5|17051|89837|286|LM
21216351|13009|5|17051|89837|286|LM
21216359|13009|5|17051|89837|286|LM
17001410|13009|5|17051|89837|286|LM
21216358|13009|5|17051|89837|286|LM
21216357|13009|5|17051|89837|286|LM
20216418|13009|5|17051|89837|286|LM
20216265|13009|5|17051|89837|286|LM
21216362|13009|5|17051|89837|286|LM
21216367|13009|5|17051|89837|286|LM
21216354|13009|5|17051|89837|286|LM
21216353|13009|5|17051|89837|286|LM
18003636|13009|5|17051|89837|286|LM
21216355|13009|5|17051|89837|286|LM
19111394|13009|5|17051|89837|286|LM
17003223|13009|5|17051|89837|286|LM
21216373|13009|5|17051|89837|286|LM
12001853|13009|5|17051|89837|286|LM
21216356|13009|5|17051|89837|286|LM
18003162|13009|5|17051|89837|286|LM
17004184|13009|5|17051|89837|286|LM
21216364|13009|5|17051|89837|286|LM
18008311|13009|5|17051|89837|286|LM
21216363|13009|5|17051|89837|286|LM
17016267|13009|5|17051|89837|286|LM
21216374|13009|5|17051|89837|286|LM
21216365|13009|5|17051|89837|286|LM
21216369|13009|5|17051|89837|286|LM
21216361|13009|5|17051|89837|286|LM
18001268|13009|5|17051|89837|286|LM
21216370|13009|5|17051|89837|286|LM
16004239|13009|5|17051|89837|286|LM
21216372|13009|5|17051|89837|286|LM
18003788|13009|5|17051|89837|286|LM
18004288|13009|5|17051|89837|286|LM
18003928|13009|5|17051|89837|286|LM
18000654|13009|5|17051|89837|286|LM
16003961|13009|5|17051|89837|286|LM
19216405|13009|5|17053|89862|286|LM
20216255|13009|5|17053|89862|286|LM
14000676|13009|5|17053|89862|286|LM
20216256|13009|5|17053|89862|286|LM
20216257|13009|5|17053|89862|286|LM
17001373|13009|5|17053|89862|286|LM
15003856|13009|5|17053|89862|286|LM
20216275|13009|5|17053|89862|286|LM
20216271|13009|5|17053|89862|286|LM
19216395|13009|5|17053|89862|286|LM
20216280|13009|5|17053|89862|286|LM
14001073|13009|5|17053|89862|286|LM
20216418|13009|5|17053|89862|286|LM
17000684|13009|5|17053|89862|286|LM
19216375|13009|5|17053|89862|286|LM
20216281|13009|5|17053|89862|286|LM
17004103|13009|5|17053|89862|286|LM
20216267|13009|5|17053|89862|286|LM
15003198|13009|5|17053|89862|286|LM
16004239|13009|5|17053|89862|286|LM
20216259|13009|5|17053|89862|286|LM
16000601|13009|5|17053|89862|286|LM
20216258|13009|5|17053|89862|286|LM
19216388|13009|5|17053|89862|286|LM
20216272|13009|5|17053|89862|286|LM
17000627|13009|5|17053|89862|286|LM
16001906|13009|5|17053|89862|286|LM
19216385|13009|5|17053|89862|286|LM
13001002|13009|5|17053|89862|286|LM
17000742|13009|5|17053|89862|286|LM
20216279|13009|5|17053|89862|286|LM
20216261|13009|5|17053|89862|286|LM
20216266|13009|5|17053|89862|286|LM
19216389|13009|5|17053|89862|286|LM
19216391|13009|5|17053|89862|286|LM
14003087|13009|5|17053|89862|286|LM
11004346|13009|5|17053|89862|286|LM
20216268|13009|5|17053|89862|286|LM
15001934|13009|5|17055|89837|286|LM
16016362|13009|5|17055|89837|286|LM
13003466|13009|5|17055|89837|286|LM
18016304|13009|5|17055|89837|286|LM
15000896|13009|5|17055|89837|286|LM
14003617|13009|5|17055|89837|286|LM
16016256|13009|5|17055|89837|286|LM
11216251|13009|5|17055|89837|286|LM
14003582|13009|5|17055|89837|286|LM
16216251|13009|5|17055|89837|286|LM
18016291|13009|5|17055|89837|286|LM
15216442|13009|5|17055|89837|286|LM
15003299|13009|5|17055|89837|286|LM
15008056|13009|5|17055|89837|286|LM
14003426|13009|5|17055|89837|286|LM
18016292|13009|5|17055|89837|286|LM
12000711|13009|5|17055|89837|286|LM
18016301|13009|5|17055|89837|286|LM
14003088|13009|5|17055|89837|286|LM
15008060|13009|5|17055|89837|286|LM
20216256|13009|5|17049|89825|286|LM
17004103|13009|5|17049|89825|286|LM
17000684|13009|5|17049|89825|286|LM
14001073|13009|5|17049|89825|286|LM
19216385|13009|5|17049|89825|286|LM
16000601|13009|5|17049|89825|286|LM
17000742|13009|5|17049|89825|286|LM
19216388|13009|5|17049|89825|286|LM
16001906|13009|5|17049|89825|286|LM
20216261|13009|5|17049|89825|286|LM
20216411|13009|5|17049|89825|286|LM
14000676|13009|5|17049|89825|286|LM
18019558|13009|5|17049|89825|286|LM
20216257|13009|5|17049|89825|286|LM
20216268|13009|5|17049|89825|286|LM
17016271|13009|5|17049|89825|286|LM
19216405|13009|5|17049|89825|286|LM
15003856|13009|5|17049|89825|286|LM
20216275|13009|5|17049|89825|286|LM
20216266|13009|5|17049|89825|286|LM
19216375|13009|5|17049|89825|286|LM
13001002|13009|5|17049|89825|286|LM
20216255|13009|5|17049|89825|286|LM
20216280|13009|5|17049|89825|286|LM
15003551|13009|5|17049|89825|286|LM
20216259|13009|5|17049|89825|286|LM
20216267|13009|5|17049|89825|286|LM
20216279|13009|5|17049|89825|286|LM
20216272|13009|5|17049|89825|286|LM
19216391|13009|5|17049|89825|286|LM
15003198|13009|5|17049|89825|286|LM
20216258|13009|5|17049|89825|286|LM
19216389|13009|5|17049|89825|286|LM
20216271|13009|5|17049|89825|286|LM
17001373|13009|5|17049|89825|286|LM
20216281|13009|5|17049|89825|286|LM
19216386|13009|5|17049|89825|286|LM
17000627|13009|5|17049|89825|286|LM
13001732|13009|5|17062|38|286|LM
17016345|13009|5|17062|38|286|LM
14016346|13009|5|17062|38|286|LM
16016362|13009|5|17062|38|286|LM
16016258|13009|5|17062|38|286|LM
18016304|13009|5|17061|38|286|LM
18016292|13009|5|17061|38|286|LM
19216379|13009|5|17061|38|286|LM
15003299|13009|5|17061|38|286|LM
18016301|13009|5|17061|38|286|LM
14003088|13009|5|17061|38|286|LM
13003466|13009|5|17061|38|286|LM
16016256|13009|5|17061|38|286|LM
19216386|13009|5|28392|89849|286|LM
17000742|13009|5|28392|89849|286|LM
19216388|13009|5|28392|89849|286|LM
19216389|13009|5|28392|89849|286|LM
20216255|13009|5|28392|89849|286|LM
20216258|13009|5|28392|89849|286|LM
20216279|13009|5|28392|89849|286|LM
15008056|13009|5|28392|89849|286|LM
20216267|13009|5|28392|89849|286|LM
20216265|13009|5|28392|89849|286|LM
20216281|13009|5|28392|89849|286|LM
20216418|13009|5|28392|89849|286|LM
20216272|13009|5|28392|89849|286|LM
17000684|13009|5|28392|89849|286|LM
20216271|13009|5|28392|89849|286|LM
11004346|13009|5|28392|89849|286|LM
14016346|13009|5|28392|89849|286|LM
19216405|13009|5|28392|89849|286|LM
15008060|13009|5|28392|89849|286|LM
17016345|13009|5|28392|89849|286|LM
14003426|13009|5|28392|89849|286|LM
18016291|13009|5|28392|89849|286|LM
20216268|13009|5|28392|89849|286|LM
15003551|13009|5|28392|89849|286|LM
16016258|13009|5|28392|89849|286|LM
17001373|13009|5|28392|89849|286|LM
19216391|13009|5|28392|89849|286|LM
15003299|13009|5|28392|89849|286|LM
14016350|13009|5|10204|89763|286|LM
16003703|13009|5|10204|89763|286|LM
15001046|13009|5|10204|89763|286|LM
13004442|13009|5|10204|89763|286|LM
16001250|13009|5|10204|89763|286|LM
15000676|13009|5|10204|89763|286|LM
18016291|13009|5|10204|89763|286|LM
18016300|13009|5|10204|89763|286|LM
16003558|13009|5|10204|89763|286|LM
18016301|13009|5|10204|89763|286|LM
16016362|13009|5|10204|89763|286|LM
16016258|13009|5|10204|89763|286|LM
17016271|13009|5|10204|89763|286|LM
15008056|13009|5|10204|89763|286|LM
14003426|13009|5|10204|89763|286|LM
20216411|13009|5|10204|89763|286|LM
19216393|13009|5|10204|89763|286|LM
17001602|21135|4|19985|180635|287|LEM
21216419|21135|4|19985|180635|287|LEM
18001295|21135|4|19985|180635|287|LEM
21216345|21135|4|19985|180635|287|LEM
21216344|21135|4|19985|180635|287|LEM
21216346|21135|4|19985|180635|287|LEM
21216335|21135|4|19985|180635|287|LEM
21216347|21135|4|19985|180635|287|LEM
18001233|21135|4|19985|180635|287|LEM
21216334|21135|4|19985|180635|287|LEM
18001393|21135|4|19985|180635|287|LEM
21216341|21135|4|19985|180635|287|LEM
18003854|21135|4|19985|180635|287|LEM
17001747|21135|4|19985|180635|287|LEM
18001481|21135|4|19985|180635|287|LEM
21216350|21135|4|19985|180635|287|LEM
18003050|21135|4|19985|180635|287|LEM
18000627|21135|4|19985|180635|287|LEM
21216337|21135|4|19985|180635|287|LEM
18003284|21135|4|19985|180635|287|LEM
21216348|21135|4|19985|180635|287|LEM
18000888|21135|4|19985|180635|287|LEM
21216336|21135|4|19985|180635|287|LEM
21216432|21135|4|19985|180635|287|LEM
16003304|21135|4|19985|180635|287|LEM
17003839|21135|4|19985|180635|287|LEM
21216433|21135|4|19985|180635|287|LEM
21216339|21135|4|19985|180635|287|LEM
21216332|21135|4|19985|180635|287|LEM
17001381|21135|4|19985|180635|287|LEM
21216424|21135|4|19985|180635|287|LEM
18001175|21135|4|19985|180635|287|LEM
16003406|21135|4|19985|180635|287|LEM
18003338|21135|4|19985|180635|287|LEM
21216431|21135|4|19985|180635|287|LEM
21216342|21135|4|19985|180635|287|LEM
18000624|21135|4|19985|180635|287|LEM
21216338|21135|4|19985|180635|287|LEM
17001643|21135|4|19985|180635|287|LEM
19216361|21135|4|19987|131650|287|LEM
20216297|21135|4|19987|131650|287|LEM
20216294|21135|4|19987|131650|287|LEM
20216304|21135|4|19987|131650|287|LEM
17001312|21135|4|19987|131650|287|LEM
19216369|21135|4|19987|131650|287|LEM
15003805|21135|4|19987|131650|287|LEM
11004270|21135|4|19987|131650|287|LEM
19216362|21135|4|19987|131650|287|LEM
19216353|21135|4|19987|131650|287|LEM
20216308|21135|4|19987|131650|287|LEM
17003027|21135|4|19987|131650|287|LEM
20216299|21135|4|19987|131650|287|LEM
16000703|21135|4|19987|131650|287|LEM
20216291|21135|4|19987|131650|287|LEM
20216305|21135|4|19987|131650|287|LEM
20216296|21135|4|19987|131650|287|LEM
20216288|21135|4|19987|131650|287|LEM
19216350|21135|4|19987|131650|287|LEM
19216355|21135|4|19987|131650|287|LEM
20216417|21135|4|19987|131650|287|LEM
20216306|21135|4|19987|131650|287|LEM
20216284|21135|4|19987|131650|287|LEM
19216372|21135|4|19987|131650|287|LEM
20216287|21135|4|19987|131650|287|LEM
18016380|21135|4|19987|131650|287|LEM
15004086|21135|4|19987|131650|287|LEM
20216302|21135|4|19987|131650|287|LEM
20216298|21135|4|19987|131650|287|LEM
20216290|21135|4|19987|131650|287|LEM
16003041|21135|4|19987|131650|287|LEM
19216370|21135|4|19987|131650|287|LEM
20216292|21135|4|19987|131650|287|LEM
20216300|21135|4|19987|131650|287|LEM
17000789|21135|4|19987|131650|287|LEM
20216289|21135|4|19987|131650|287|LEM
14003207|21135|4|19987|131650|287|LEM
18016258|21135|4|19987|131650|287|LEM
20216307|21135|4|19987|131650|287|LEM
16008274|21135|4|19987|131650|287|LEM
20216303|21135|4|19987|131650|287|LEM
16001901|21135|4|19987|131650|287|LEM
19216404|21135|4|19987|131650|287|LEM
19216366|21135|4|19987|131650|287|LEM
17008025|21135|4|19987|131650|287|LEM
16008231|21135|4|19987|131650|287|LEM
19216402|21135|4|19987|131650|287|LEM
13116306|21135|4|20003|89855|287|LEM
18016288|21135|4|20003|89855|287|LEM
15001924|21135|4|20003|89855|287|LEM
14001550|21135|4|20003|89855|287|LEM
18016269|21135|4|20003|89855|287|LEM
18018471|21135|4|20003|89855|287|LEM
17016873|21135|4|20003|89855|287|LEM
18016251|21135|4|20003|89855|287|LEM
18016275|21135|4|20003|89855|287|LEM
14001250|21135|4|20003|89855|287|LEM
18016254|21135|4|20003|89855|287|LEM
19216363|21135|4|20003|89855|287|LEM
17016280|21135|4|20003|89855|287|LEM
14003403|21135|4|20003|89855|287|LEM
16000516|21135|4|20003|89855|287|LEM
18016256|21135|4|20003|89855|287|LEM
17016297|21135|4|20003|89855|287|LEM
19216351|21135|4|20003|89855|287|LEM
17001312|21135|4|20001|131553|287|LEM
20216305|21135|4|20001|131553|287|LEM
20216300|21135|4|20001|131553|287|LEM
15003805|21135|4|20001|131553|287|LEM
20216304|21135|4|20001|131553|287|LEM
16008118|21135|4|20001|131553|287|LEM
19216361|21135|4|20001|131553|287|LEM
19216370|21135|4|20001|131553|287|LEM
17016311|21135|4|20001|131553|287|LEM
20216294|21135|4|20001|131553|287|LEM
19216355|21135|4|20001|131553|287|LEM
14003207|21135|4|20001|131553|287|LEM
20216303|21135|4|20001|131553|287|LEM
20216288|21135|4|20001|131553|287|LEM
16008274|21135|4|20001|131553|287|LEM
17003027|21135|4|20001|131553|287|LEM
20216417|21135|4|20001|131553|287|LEM
20216306|21135|4|20001|131553|287|LEM
20216298|21135|4|20001|131553|287|LEM
20216296|21135|4|20001|131553|287|LEM
12001856|21135|4|20001|131553|287|LEM
17000789|21135|4|20001|131553|287|LEM
19216378|21135|4|20001|131553|287|LEM
20216302|21135|4|20001|131553|287|LEM
17008025|21135|4|20001|131553|287|LEM
20216308|21135|4|20001|131553|287|LEM
20216299|21135|4|20001|131553|287|LEM
17016371|21135|4|20001|131553|287|LEM
20216292|21135|4|20001|131553|287|LEM
20216290|21135|4|20001|131553|287|LEM
20216287|21135|4|20001|131553|287|LEM
20216284|21135|4|20001|131553|287|LEM
19216346|21135|4|20001|131553|287|LEM
16003041|21135|4|20001|131553|287|LEM
20216289|21135|4|20001|131553|287|LEM
20216297|21135|4|20001|131553|287|LEM
19216402|21135|4|20001|131553|287|LEM
16008231|21135|4|20001|131553|287|LEM
20216291|21135|4|20001|131553|287|LEM
20216307|21135|4|20001|131553|287|LEM
16000703|21135|4|20001|131553|287|LEM
20216300|21135|4|19991|89867|287|LEM
20216291|21135|4|19991|89867|287|LEM
20216299|21135|4|19991|89867|287|LEM
16000703|21135|4|19991|89867|287|LEM
16008231|21135|4|19991|89867|287|LEM
19216350|21135|4|19991|89867|287|LEM
17008025|21135|4|19991|89867|287|LEM
17000789|21135|4|19991|89867|287|LEM
17003027|21135|4|19991|89867|287|LEM
20216296|21135|4|19991|89867|287|LEM
19216370|21135|4|19991|89867|287|LEM
16001901|21135|4|19991|89867|287|LEM
17001312|21135|4|19991|89867|287|LEM
15003805|21135|4|19991|89867|287|LEM
20216417|21135|4|19991|89867|287|LEM
20216305|21135|4|19991|89867|287|LEM
20216308|21135|4|19991|89867|287|LEM
16003794|21135|4|19991|89867|287|LEM
19216353|21135|4|19991|89867|287|LEM
20216297|21135|4|19991|89867|287|LEM
20216302|21135|4|19991|89867|287|LEM
19216404|21135|4|19991|89867|287|LEM
19216356|21135|4|19991|89867|287|LEM
20216287|21135|4|19991|89867|287|LEM
20216288|21135|4|19991|89867|287|LEM
20216295|21135|4|19991|89867|287|LEM
20216307|21135|4|19991|89867|287|LEM
19216352|21135|4|19991|89867|287|LEM
20216284|21135|4|19991|89867|287|LEM
16003122|21135|4|19991|89867|287|LEM
17016285|21135|4|19991|89867|287|LEM
16008274|21135|4|19991|89867|287|LEM
16003041|21135|4|19991|89867|287|LEM
20216306|21135|4|19991|89867|287|LEM
15004086|21135|4|19991|89867|287|LEM
14003207|21135|4|19991|89867|287|LEM
19216362|21135|4|19991|89867|287|LEM
19216372|21135|4|19991|89867|287|LEM
19216355|21135|4|19991|89867|287|LEM
20216304|21135|4|19991|89867|287|LEM
19216402|21135|4|19991|89867|287|LEM
20216303|21135|4|19991|89867|287|LEM
19216369|21135|4|19991|89867|287|LEM
19216361|21135|4|19991|89867|287|LEM
15003985|21135|4|19991|89867|287|LEM
15001924|21135|4|19993|89806|287|LEM
18016275|21135|4|19993|89806|287|LEM
12003287|21135|4|19993|89806|287|LEM
16000516|21135|4|19993|89806|287|LEM
17016286|21135|4|19993|89806|287|LEM
18018471|21135|4|19993|89806|287|LEM
17016873|21135|4|19993|89806|287|LEM
19216363|21135|4|19993|89806|287|LEM
18016365|21135|4|19993|89806|287|LEM
19216346|21135|4|19993|89806|287|LEM
18016380|21135|4|19993|89806|287|LEM
19216364|21135|4|19993|89806|287|LEM
16180038|21135|4|19993|89806|287|LEM
19216360|21135|4|19993|89806|287|LEM
19216351|21135|4|19993|89806|287|LEM
17016287|21135|4|19993|89806|287|LEM
18016268|21135|4|19993|89806|287|LEM
18016288|21135|4|19993|89806|287|LEM
19216366|21135|4|19993|89806|287|LEM
18016252|21135|4|19993|89806|287|LEM
16000684|21135|4|19993|89806|287|LEM
18001233|21135|4|19996|89863|287|LEM
17001381|21135|4|19996|89863|287|LEM
21216334|21135|4|19996|89863|287|LEM
21216336|21135|4|19996|89863|287|LEM
12001856|21135|4|19996|89863|287|LEM
18001175|21135|4|19996|89863|287|LEM
21216342|21135|4|19996|89863|287|LEM
19216346|21135|4|19996|89863|287|LEM
21216339|21135|4|19996|89863|287|LEM
19216378|21135|4|19996|89863|287|LEM
21216332|21135|4|19996|89863|287|LEM
18003854|21135|4|19996|89863|287|LEM
21216346|21135|4|19996|89863|287|LEM
21216338|21135|4|19996|89863|287|LEM
16180038|21135|4|19996|89863|287|LEM
